ZIPCODE,PLACE NAME,COUNTRY,STATE CODE,STATE,CITY,DISTRICT,VILLAGE
577124,CHIKMANGALUR-577124,IN,KA,KARNATAKA,CHICKMAGALUR,,
577125,CHIKMANGALUR-577125,IN,KA,KARNATAKA,CHICKMAGALUR,,
577126,DHARWAD-577126,IN,KA,KARNATAKA,DHARWAD,,
522619,GUNTUR-522619,IN,AP,ANDHRA PRADESH,GUNTUR,,
522620,GUNTUR-522620,IN,AP,ANDHRA PRADESH,GUNTUR,,
522626,GUNTUR-522626,IN,AP,ANDHRA PRADESH,GUNTUR,,
522630,GUNTUR-522630,IN,AP,ANDHRA PRADESH,GUNTUR,,
522631,GUNTUR-522631,IN,AP,ANDHRA PRADESH,GUNTUR,,
522646,GUNTUR-522646,IN,AP,ANDHRA PRADESH,GUNTUR,,
522647,GUNTUR-522647,IN,AP,ANDHRA PRADESH,GUNTUR,,
522649,GUNTUR-522649,IN,AP,ANDHRA PRADESH,GUNTUR,,
522655,GUNTUR-522655,IN,AP,ANDHRA PRADESH,GUNTUR,,
534269,WEST GODAVARI-534269,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534271,WEST GODAVARI-534271,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534272,WEST GODAVARI-534272,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534275,WEST GODAVARI-534275,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534277,WEST GODAVARI-534277,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534280,WEST GODAVARI-534280,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534281,WEST GODAVARI-534281,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534291,WEST GODAVARI-534291,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534301,WEST GODAVARI-534301,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534302,WEST GODAVARI-534302,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534303,WEST GODAVARI-534303,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534305,WEST GODAVARI-534305,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534311,WEST GODAVARI-534311,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534312,WEST GODAVARI-534312,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534313,WEST GODAVARI-534313,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534314,WEST GODAVARI-534314,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534315,WEST GODAVARI-534315,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
571464,MANDYA-571464,IN,KA,KARNATAKA,MANDYA,,
571465,MANDYA-571465,IN,KA,KARNATAKA,MANDYA,,
571466,MANDYA-571466,IN,KA,KARNATAKA,MANDYA,,
571467,MYSORE-571467,IN,KA,KARNATAKA,MYSORE,,
571468,MANDYA-571468,IN,KA,KARNATAKA,MANDYA,,
686693,ERNAKULAM-686693,IN,KL,KERALA,ERNAKULAM,,
686694,IDIKKI-686694,IN,KL,KERALA,IDUKKI,,
686695,ERNAKULAM-686695,IN,KL,KERALA,ERNAKULAM,,
686696,ERNAKULAM-686696,IN,KL,KERALA,ERNAKULAM,,
686697,ERNAKULAM-686697,IN,KL,KERALA,ERNAKULAM,,
686698,ERNAKULAM-686698,IN,KL,KERALA,ERNAKULAM,,
686721,ERNAKULAM-686721,IN,KL,KERALA,ERNAKULAM,,
686723,ERNAKULAM-686723,IN,KL,KERALA,ERNAKULAM,,
686726,ERNAKULAM-686726,IN,KL,KERALA,ERNAKULAM,,
700042,CALCUTTA-700042,IN,WB,WEST BENGAL,CALCUTTA,,
700043,CALCUTTA-700043,IN,WB,WEST BENGAL,CALCUTTA,,
700044,CALCUTTA-700044,IN,WB,WEST BENGAL,CALCUTTA,,
700045,CALCUTTA-700045,IN,WB,WEST BENGAL,CALCUTTA,,
700046,CALCUTTA-700046,IN,WB,WEST BENGAL,CALCUTTA,,
700047,CALCUTTA-700047,IN,WB,WEST BENGAL,CALCUTTA,,
700048,CALCUTTA-700048,IN,WB,WEST BENGAL,CALCUTTA,,
700049,CALCUTTA-700049,IN,WB,WEST BENGAL,CALCUTTA,,
570004,MYSORE-570004,IN,KA,KARNATAKA,MYSORE,,
570005,MYSORE-570005,IN,KA,KARNATAKA,MYSORE,,
570006,MYSORE-570006,IN,KA,KARNATAKA,MYSORE,,
570007,MYSORE-570007,IN,KA,KARNATAKA,MYSORE,,
570008,MYSORE-570008,IN,KA,KARNATAKA,MYSORE,,
570009,MYSORE-570009,IN,KA,KARNATAKA,MYSORE,,
570010,MYSORE-570010,IN,KA,KARNATAKA,MYSORE,,
570011,MYSORE-570011,IN,KA,KARNATAKA,MYSORE,,
570012,MYSORE-570012,IN,KA,KARNATAKA,MYSORE,,
570013,MYSORE-570013,IN,KA,KARNATAKA,MYSORE,,
570014,MYSORE-570014,IN,KA,KARNATAKA,MYSORE,,
570015,MYSORE-570015,IN,KA,KARNATAKA,MYSORE,,
570016,MYSORE-570016,IN,KA,KARNATAKA,MYSORE,,
570017,MYSORE-570017,IN,KA,KARNATAKA,MYSORE,,
570018,MYSORE-570018,IN,KA,KARNATAKA,MYSORE,,
570019,MYSORE-570019,IN,KA,KARNATAKA,MYSORE,,
570020,MYSORE-570020,IN,KA,KARNATAKA,MYSORE,,
570021,MYSORE-570021,IN,KA,KARNATAKA,MYSORE,,
570024,MYSORE-570024,IN,KA,KARNATAKA,MYSORE,,
571101,MYSORE-571101,IN,KA,KARNATAKA,MYSORE,,
571102,MYSORE-571102,IN,KA,KARNATAKA,MYSORE,,
571103,MYSORE-571103,IN,KA,KARNATAKA,MYSORE,,
571104,MYSORE-571104,IN,KA,KARNATAKA,MYSORE,,
571105,MYSORE-571105,IN,KA,KARNATAKA,MYSORE,,
571107,MYSORE-571107,IN,KA,KARNATAKA,MYSORE,,
571108,MYSORE-571108,IN,KA,KARNATAKA,MYSORE,,
571109,MYSORE-571109,IN,KA,KARNATAKA,MYSORE,,
571110,MYSORE-571110,IN,KA,KARNATAKA,MYSORE,,
571111,MYSORE-571111,IN,KA,KARNATAKA,MYSORE,,
571114,MYSORE-571114,IN,KA,KARNATAKA,MYSORE,,
571115,KAVUDAVADI-571115,IN,KA,KARNATAKA,CHAMRAJNAGAR,,
571116,MYSORE-571116,IN,KA,KARNATAKA,MYSORE,,
533410,EAST GODAVARI-533410,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
783392,KOKRAJHAR-783392,IN,AS,ASSAM,KOKRAJHAR,,
783395,BONGAIGAON-783395,IN,AS,ASSAM,BONGAIGAON,,
784001,SONITPUR-784001,IN,AS,ASSAM,SONITPUR,,
784025,SONITPUR-784025,IN,AS,ASSAM,SONITPUR,,
784026,SONITPUR-784026,IN,AS,ASSAM,SONITPUR,,
784027,SONITPUR-784027,IN,AS,ASSAM,SONITPUR,,
574244,DAKSHIN KANNADA-574244,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574245,DAKSHIN KANNADA-574245,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574246,DAKSHIN KANNADA-574246,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574247,DAKSHIN KANNADA-574247,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574248,DAKSHIN KANNADA-574248,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574249,DAKSHIN KANNADA-574249,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574250,DAKSHIN KANNADA-574250,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574251,DAKSHIN KANNADA-574251,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574252,DAKSHIN KANNADA-574252,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574253,DAKSHIN KANNADA-574253,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574254,DAKSHIN KANNADA-574254,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574255,DAKSHIN KANNADA-574255,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574256,DAKSHIN KANNADA-574256,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574257,DAKSHIN KANNADA-574257,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574258,DAKSHIN KANNADA-574258,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574259,DAKSHIN KANNADA-574259,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574260,DAKSHIN KANNADA-574260,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574261,DAKSHIN KANNADA-574261,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574262,DAKSHIN KANNADA-574262,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574263,DAKSHIN KANNADA-574263,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574264,DAKSHIN KANNADA-574264,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574265,DAKSHIN KANNADA-574265,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574266,DAKSHIN KANNADA-574266,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574267,DAKSHIN KANNADA-574267,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574268,DAKSHIN KANNADA-574268,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574269,DAKSHIN KANNADA-574269,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574270,DAKSHIN KANNADA-574270,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574271,DAKSHIN KANNADA-574271,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574272,DAKSHIN KANNADA-574272,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574273,DAKSHIN KANNADA-574273,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574274,DAKSHIN KANNADA-574274,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574275,DAKSHIN KANNADA-574275,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
574276,DAKSHIN KANNADA-574276,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
577127,CHIKAMAGALUR-577127,IN,KA,KARNATAKA,CHIKAMAGALUR,,
577128,CHIKMANGALUR-577128,IN,KA,KARNATAKA,CHICKMAGALUR,,
577129,CHIKMANGALUR-577129,IN,KA,KARNATAKA,CHICKMAGALUR,,
577130,CHIKMANGALUR-577130,IN,KA,KARNATAKA,CHICKMAGALUR,,
577131,CHIKMANGALUR-577131,IN,KA,KARNATAKA,CHICKMAGALUR,,
577132,CHIKMANGALUR-577132,IN,KA,KARNATAKA,CHICKMAGALUR,,
522658,GUNTUR-522658,IN,AP,ANDHRA PRADESH,GUNTUR,,
522659,GUNTUR-522659,IN,AP,ANDHRA PRADESH,GUNTUR,,
522660,GUNTUR-522660,IN,AP,ANDHRA PRADESH,GUNTUR,,
522661,GUNTUR-522661,IN,AP,ANDHRA PRADESH,GUNTUR,,
522663,GUNTUR-522663,IN,AP,ANDHRA PRADESH,GUNTUR,,
523001,PRAKASAM-523001,IN,AP,ANDHRA PRADESH,PRAKASAM,,
523002,PRAKASAM-523002,IN,AP,ANDHRA PRADESH,PRAKASAM,,
523101,PRAKASAM-523101,IN,AP,ANDHRA PRADESH,PRAKASAM,,
523104,PRAKASAM-523104,IN,AP,ANDHRA PRADESH,PRAKASAM,,
523105,PRAKASAM-523105,IN,AP,ANDHRA PRADESH,PRAKASAM,,
523106,PRAKASAM-523106,IN,AP,ANDHRA PRADESH,PRAKASAM,,
523108,PRAKASAM-523108,IN,AP,ANDHRA PRADESH,PRAKASAM,,
523109,EAST GODAVARI-523109,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
523110,PRAKASAM-523110,IN,AP,ANDHRA PRADESH,PRAKASAM,,
523111,PRAKASAM-523111,IN,AP,ANDHRA PRADESH,PRAKASAM,,
523112,PRAKASAM-523112,IN,AP,ANDHRA PRADESH,PRAKASAM,,
523113,PRAKASAM-523113,IN,AP,ANDHRA PRADESH,PRAKASAM,,
534218,WEST GODAVARI-534218,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534222,WEST GODAVARI-534222,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534225,EAST GODAVARI-534225,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
534227,WEST GODAVARI-534227,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534230,WEST GODAVARI-534230,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
679357,MALAPURAM-679357,IN,KL,KERALA,MALAPURAM,,
679501,PALAKKAD-679501,IN,KL,KERALA,PALAKKAD,,
679502,PALAKKAD-679502,IN,KL,KERALA,PALAKKAD,,
679503,PALAKKAD-679503,IN,KL,KERALA,PALAKKAD,,
679504,PALAKKAD-679504,IN,KL,KERALA,PALAKKAD,,
679505,PALAKKAD-679505,IN,KL,KERALA,PALAKKAD,,
679506,PALAKKAD-679506,IN,KL,KERALA,PALAKKAD,,
679507,PALAKKAD-679507,IN,KL,KERALA,PALAKKAD,,
679508,PALAKKAD-679508,IN,KL,KERALA,PALAKKAD,,
679511,PALAKKAD-679511,IN,KL,KERALA,PALAKKAD,,
679512,PALAKKAD-679512,IN,KL,KERALA,PALAKKAD,,
679513,PALAKKAD-679513,IN,KL,KERALA,PALAKKAD,,
679514,PALAKKAD-679514,IN,KL,KERALA,PALAKKAD,,
686730,ERNAKULAM-686730,IN,KL,KERALA,ERNAKULAM,,
686753,KOTTAYAM-686753,IN,KL,KERALA,KOTTAYAM,,
688001,ALAPPUZHA-688001,IN,KL,KERALA,ALAPPUZHA,,
688002,ALAPPUZHA-688002,IN,KL,KERALA,ALAPPUZHA,,
688003,ALAPPUZHA-688003,IN,KL,KERALA,ALAPPUZHA,,
688004,ALAPPUZHA-688004,IN,KL,KERALA,ALAPPUZHA,,
688005,ALAPPUZHA-688005,IN,KL,KERALA,ALAPPUZHA,,
688006,ALAPPUZHA-688006,IN,KL,KERALA,ALAPPUZHA,,
688007,ALAPPUZHA-688007,IN,KL,KERALA,ALAPPUZHA,,
530016,VISAKHAPATNAM-530016,IN,AP,ANDHRA PRADESH,VISAKHAPATNAM,,
530030,VIZIANAGARAM-530030,IN,AP,ANDHRA PRADESH,VIZIANAGARAM,,
530052,VISAKHAPATNAM-530052,IN,AP,ANDHRA PRADESH,VISAKHAPATNAM,,
531021,VISAKHAPATNAM-531021,IN,AP,ANDHRA PRADESH,VISAKHAPATNAM,,
531024,VIZIANAGARAM-531024,IN,AP,ANDHRA PRADESH,VIZIANAGARAM,,
533428,EAST GODAVARI-533428,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
533429,EAST GODAVARI-533429,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
533430,EAST GODAVARI-533430,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
571302,MYSORE-571302,IN,KA,KARNATAKA,MYSORE,,
571311,MYSORE-571311,IN,KA,KARNATAKA,MYSORE,,
571312,MYSORE-571312,IN,KA,KARNATAKA,MYSORE,,
571313,MYSORE-571313,IN,KA,KARNATAKA,MYSORE,,
571314,MYSORE-571314,IN,KA,KARNATAKA,MYSORE,,
732142,MALDA-732142,IN,WB,WEST BENGAL,MALDA,,
732143,MALDA-732143,IN,WB,WEST BENGAL,MALDA,,
732145,MALDA-732145,IN,WB,WEST BENGAL,MALDA,,
732146,MALDA-732146,IN,WB,WEST BENGAL,MALDA,,
732147,MALDA-732147,IN,WB,WEST BENGAL,MALDA,,
732148,MALDA-732148,IN,WB,WEST BENGAL,MALDA,,
732149,MALDA-732149,IN,WB,WEST BENGAL,MALDA,,
732150,MALDA-732150,IN,WB,WEST BENGAL,MALDA,,
732151,MALDA-732151,IN,WB,WEST BENGAL,MALDA,,
732152,MALDA-732152,IN,WB,WEST BENGAL,MALDA,,
732153,MALDA-732153,IN,WB,WEST BENGAL,MALDA,,
732154,MALDA-732154,IN,WB,WEST BENGAL,MALDA,,
732155,MALDA-732155,IN,WB,WEST BENGAL,MALDA,,
732156,MALDA-732156,IN,WB,WEST BENGAL,MALDA,,
732157,MALDA-732157,IN,WB,WEST BENGAL,MALDA,,
732158,MALDA-732158,IN,WB,WEST BENGAL,MALDA,,
732159,MALDA-732159,IN,WB,WEST BENGAL,MALDA,,
713379,BURDWAN-713379,IN,WB,WEST BENGAL,BURDWAN,,
713380,BURDWAN-713380,IN,WB,WEST BENGAL,BURDWAN,,
713381,BURDWAN-713381,IN,WB,WEST BENGAL,BURDWAN,,
713382,BURDWAN-713382,IN,WB,WEST BENGAL,BURDWAN,,
713383,BURDWAN-713383,IN,WB,WEST BENGAL,BURDWAN,,
713384,BURDWAN-713384,IN,WB,WEST BENGAL,BURDWAN,,
713385,BURDWAN-713385,IN,WB,WEST BENGAL,BURDWAN,,
713387,BURDWAN-713387,IN,WB,WEST BENGAL,BURDWAN,,
713401,BURDWAN-713401,IN,WB,WEST BENGAL,BURDWAN,,
713402,BURDWAN-713402,IN,WB,WEST BENGAL,BURDWAN,,
713403,BURDWAN-713403,IN,WB,WEST BENGAL,BURDWAN,,
713404,BURDWAN-713404,IN,WB,WEST BENGAL,BURDWAN,,
713405,BURDWAN-713405,IN,WB,WEST BENGAL,BURDWAN,,
713406,BURDWAN-713406,IN,WB,WEST BENGAL,BURDWAN,,
713408,BURDWAN-713408,IN,WB,WEST BENGAL,BURDWAN,,
713409,BURDWAN-713409,IN,WB,WEST BENGAL,BURDWAN,,
574277,DAKSHIN KANNADA-574277,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
571416,MANDYA-571416,IN,KA,KARNATAKA,MANDYA,,
571417,MYSORE-571417,IN,KA,KARNATAKA,MYSORE,,
571418,MANDYA-571418,IN,KA,KARNATAKA,MANDYA,,
571419,MANDYA-571419,IN,KA,KARNATAKA,MANDYA,,
576201,DAKSHIN KANNADA-576201,IN,KA,KARNATAKA,DAKSHIN KANNADA,,
673638,MALAPURAM-673638,IN,KL,KERALA,MALAPURAM,,
682035,ERNAKULAM-682035,IN,KL,KERALA,ERNAKULAM,,
682036,COCHIN-682036,IN,KL,KERALA,COCHIN,,
682301,ERNAKULAM-682301,IN,KL,KERALA,ERNAKULAM,,
682302,ERNAKULAM-682302,IN,KL,KERALA,ERNAKULAM,,
682303,ERNAKULAM-682303,IN,KL,KERALA,ERNAKULAM,,
682304,ERNAKULAM-682304,IN,KL,KERALA,ERNAKULAM,,
682305,ERNAKULAM-682305,IN,KL,KERALA,ERNAKULAM,,
682306,ERNAKULAM-682306,IN,KL,KERALA,ERNAKULAM,,
682307,ERNAKULAM-682307,IN,KL,KERALA,ERNAKULAM,,
682308,ERNAKULAM-682308,IN,KL,KERALA,ERNAKULAM,,
682309,ERNAKULAM-682309,IN,KL,KERALA,ERNAKULAM,,
682310,ERNAKULAM-682310,IN,KL,KERALA,ERNAKULAM,,
682311,ERNAKULAM-682311,IN,KL,KERALA,ERNAKULAM,,
676308,MALAPURAM-676308,IN,KL,KERALA,MALAPURAM,,
676309,MANDYA-676309,IN,KL,KERALA,MALAPPURAM,,
676310,MALAPURAM-676310,IN,KL,KERALA,MALAPURAM,,
676311,MALAPURAM-676311,IN,KL,KERALA,MALAPURAM,,
676312,MALAPURAM-676312,IN,KL,KERALA,MALAPURAM,,
676313,MALAPURAM-676313,IN,KL,KERALA,MALAPURAM,,
676314,MALAPURAM-676314,IN,KL,KERALA,MALAPURAM,,
676317,MALAPURAM-676317,IN,KL,KERALA,MALAPURAM,,
676318,MALAPURAM-676318,IN,KL,KERALA,MALAPURAM,,
676319,MALAPURAM-676319,IN,KL,KERALA,MALAPURAM,,
676320,MALAPURAM-676320,IN,KL,KERALA,MALAPURAM,,
676501,MALAPURAM-676501,IN,KL,KERALA,MALAPURAM,,
676502,MALAPURAM-676502,IN,KL,KERALA,MALAPURAM,,
676503,MALAPURAM-676503,IN,KL,KERALA,MALAPURAM,,
676504,MALAPURAM-676504,IN,KL,KERALA,MALAPURAM,,
676505,MALAPURAM-676505,IN,KL,KERALA,MALAPURAM,,
676506,MALAPURAM-676506,IN,KL,KERALA,MALAPURAM,,
676507,MALAPURAM-676507,IN,KL,KERALA,MALAPURAM,,
676508,MALAPURAM-676508,IN,KL,KERALA,MALAPURAM,,
676509,MALAPURAM-676509,IN,KL,KERALA,MALAPURAM,,
676510,MALAPURAM-676510,IN,KL,KERALA,MALAPURAM,,
679515,PALAKKAD-679515,IN,KL,KERALA,PALAKKAD,,
679516,PALAKKAD-679516,IN,KL,KERALA,PALAKKAD,,
679517,PALAKKAD-679517,IN,KL,KERALA,PALAKKAD,,
679518,PALAKKAD-679518,IN,KL,KERALA,PALAKKAD,,
679521,PALAKKAD-679521,IN,KL,KERALA,PALAKKAD,,
679522,PALAKKAD-679522,IN,KL,KERALA,PALAKKAD,,
577566,CHITRADURGA-577566,IN,KA,KARNATAKA,CHITRADURGA,,
577567,CHITRADURGA-577567,IN,KA,KARNATAKA,CHITRADURGA,,
577568,CHITRADURGA-577568,IN,KA,KARNATAKA,CHITRADURGA,,
577569,CHITRADURGA-577569,IN,KA,KARNATAKA,CHITRADURGA,,
577570,CHITRADURGA-577570,IN,KA,KARNATAKA,CHITRADURGA,,
577571,CHITRADURGA-577571,IN,KA,KARNATAKA,CHITRADURGA,,
577572,CHITRADURGA-577572,IN,KA,KARNATAKA,CHITRADURGA,,
577573,CHITRADURGA-577573,IN,KA,KARNATAKA,CHITRADURGA,,
577574,CHITRADURGA-577574,IN,KA,KARNATAKA,CHITRADURGA,,
577575,CHITRADURGA-577575,IN,KA,KARNATAKA,CHITRADURGA,,
577576,CHITRADURGA-577576,IN,KA,KARNATAKA,CHITRADURGA,,
577577,CHITRADURGA-577577,IN,KA,KARNATAKA,CHITRADURGA,,
577579,CHITRADURGA-577579,IN,KA,KARNATAKA,CHITRADURGA,,
577580,CHITRADURGA-577580,IN,KA,KARNATAKA,CHITRADURGA,,
577581,CHITRADURGA-577581,IN,KA,KARNATAKA,CHITRADURGA,,
577582,CHITRADURGA-577582,IN,KA,KARNATAKA,CHITRADURGA,,
577583,CHITRADURGA-577583,IN,KA,KARNATAKA,CHITRADURGA,,
577584,CHITRADURGA-577584,IN,KA,KARNATAKA,CHITRADURGA,,
577585,CHITRADURGA-577585,IN,KA,KARNATAKA,CHITRADURGA,,
577586,CHITRADURGA-577586,IN,KA,KARNATAKA,CHITRADURGA,,
577587,CHITRADURGA-577587,IN,KA,KARNATAKA,CHITRADURGA,,
577588,CHITRADURGA-577588,IN,KA,KARNATAKA,CHITRADURGA,,
577589,DAVANGARE-577589,IN,KA,KARNATAKA,DAVANGARE,,
577590,CHITRADURGA-577590,IN,KA,KARNATAKA,CHITRADURGA,,
577591,CHITRADURGA-577591,IN,KA,KARNATAKA,CHITRADURGA,,
577592,CHITRADURGA-577592,IN,KA,KARNATAKA,CHITRADURGA,,
577593,CHITRADURGA-577593,IN,KA,KARNATAKA,CHITRADURGA,,
577594,CHITRADURGA-577594,IN,KA,KARNATAKA,CHITRADURGA,,
577595,CHITRADURGA-577595,IN,KA,KARNATAKA,CHITRADURGA,,
577596,CHITRADURGA-577596,IN,KA,KARNATAKA,CHITRADURGA,,
577601,CHITRADURGA-577601,IN,KA,KARNATAKA,CHITRADURGA,,
577602,CHITRADURGA-577602,IN,KA,KARNATAKA,CHITRADURGA,,
580001,DHARWAD-580001,IN,KA,KARNATAKA,DHARWAD,,
580002,DHARWAD-580002,IN,KA,KARNATAKA,DHARWAD,,
531032,ANAKAPALLE-531032,IN,AP,ANDHRA PRADESH,ANAKAPALLE,,
580006,DHARWAR-580006,IN,KA,KARNATAKA,DHARWAD,,
580007,DHARWAD-580007,IN,KA,KARNATAKA,DHARWAD,,
691016,KOLLAM-691016,IN,KL,KERALA,KOLLAM,,
522418,GUNTUR-522418,IN,AP,ANDHRA PRADESH,GUNTUR,,
522421,GUNTUR-522421,IN,AP,ANDHRA PRADESH,GUNTUR,,
522426,GUNTUR-522426,IN,AP,ANDHRA PRADESH,GUNTUR,,
522435,GUNTUR-522435,IN,AP,ANDHRA PRADESH,GUNTUR,,
522436,GUNTUR-522436,IN,AP,ANDHRA PRADESH,GUNTUR,,
522437,GUNTUR-522437,IN,AP,ANDHRA PRADESH,GUNTUR,,
522439,GUNTUR-522439,IN,AP,ANDHRA PRADESH,GUNTUR,,
522501,GUNTUR-522501,IN,AP,ANDHRA PRADESH,GUNTUR,,
522502,GUNTUR-522502,IN,AP,ANDHRA PRADESH,GUNTUR,,
522503,GUNTUR-522503,IN,AP,ANDHRA PRADESH,GUNTUR,,
534108,WEST GODAVARI-534108,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534111,WEST GODAVARI-534111,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534112,WEST GODAVARI-534112,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534116,WEST GODAVARI-534116,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534122,WEST GODAVARI-534122,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534123,WEST GODAVARI-534123,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534124,WEST GODAVARI-534124,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
642127,COIMBATORE-642127,IN,TN,TAMIL NADU,COIMBATORE,,
177209,UNA-177209,IN,HP,HIMACHAL PRADESH,UNA,,
686006,KOTTAYAM-686006,IN,KL,KERALA,KOTTAYAM,,
679313,PALAKKAD-679313,IN,KL,KERALA,PALAKKAD,,
679314,PALAKKAD-679314,IN,KL,KERALA,PALAKKAD,,
679321,MALAPURAM-679321,IN,KL,KERALA,MALAPURAM,,
679322,MALAPURAM-679322,IN,KL,KERALA,MALAPURAM,,
679323,MALAPURAM-679323,IN,KL,KERALA,MALAPURAM,,
679324,MALAPURAM-679324,IN,KL,KERALA,MALAPURAM,,
679325,MALAPURAM-679325,IN,KL,KERALA,MALAPURAM,,
679326,MALAPURAM-679326,IN,KL,KERALA,MALAPURAM,,
679327,MALAPURAM-679327,IN,KL,KERALA,MALAPURAM,,
679328,MALAPURAM-679328,IN,KL,KERALA,MALAPURAM,,
713419,BURDWAN-713419,IN,WB,WEST BENGAL,BURDWAN,,
713420,BURDWAN-713420,IN,WB,WEST BENGAL,BURDWAN,,
713421,BURDWAN-713421,IN,WB,WEST BENGAL,BURDWAN,,
713422,BURDWAN-713422,IN,WB,WEST BENGAL,BURDWAN,,
713423,BURDWAN-713423,IN,WB,WEST BENGAL,BURDWAN,,
713424,BURDWAN-713424,IN,WB,WEST BENGAL,BURDWAN,,
713425,BURDWAN-713425,IN,WB,WEST BENGAL,BURDWAN,,
713426,BURDWAN-713426,IN,WB,WEST BENGAL,BURDWAN,,
534203,WEST GODAVARI-534203,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534204,WEST GODAVARI-534204,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534206,WEST GODAVARI-534206,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534207,WEST GODAVARI-534207,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534208,WEST GODAVARI,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534209,WEST GODAVARI-534209,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534210,WEST GODAVARI-534210,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534211,WEST GODAVARI-534211,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534215,WEST GODAVARI-534215,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534216,WEST GODAVARI-534216,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534217,WEST GODAVARI-534217,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
571421,MANDYA-571421,IN,KA,KARNATAKA,MANDYA,,
