ZIPCODE,PLACE NAME,COUNTRY,STATE CODE,STATE,CITY,DISTRICT,VILLAGE
440036,NAGPUR-440036,IN,MH,MAHARASHTRA,NAGPUR,,
517646,CHITTOOR - 517646,IN,AP,ANDHRA PRADESH,CHITTOOR,,
736202,JALPAIGURI-736202,IN,WB,WEST BENGAL,JALPAIGURI,,
736203,JALPAIGURI-736203,IN,WB,WEST BENGAL,JALPAIGURI,,
736204,COOCH BEHAR-736204,IN,WB,WEST BENGAL,COOCH BEHAR,,
736205,JALPAIGURI-736205,IN,WB,WEST BENGAL,JALPAIGURI,,
736206,JALPAIGURI-736206,IN,WB,WEST BENGAL,JALPAIGURI,,
736207,JALPAIGURI-736207,IN,WB,WEST BENGAL,JALPAIGURI,,
736208,JALPAIGURI-736208,IN,WB,WEST BENGAL,JALPAIGURI,,
736257,COOCH BEHAR-736257,IN,WB,WEST BENGAL,COOCH BEHAR,,
737101,EAST SIKKIM-737101,IN,SK,SIKKIM,EAST SIKKIM,,
737102,EAST SIKKIM-737102,IN,SK,SIKKIM,EAST SIKKIM,,
737103,EAST SIKKIM-737103,IN,SK,SIKKIM,EAST SIKKIM,,
737106,N.SIKKIM-737106,IN,SK,SIKKIM,N.SIKKIM,,
737107,DIBRUGARH-737107,IN,AS,ASSAM,DIBRUGARH,,
737111,WEST SIKKIM-737111,IN,SK,SIKKIM,WEST SIKKIM,,
737112,WEST SIKKIM-737112,IN,SK,SIKKIM,WEST SIKKIM,,
737113,WEST SIKKIM-737113,IN,SK,SIKKIM,WEST SIKKIM,,
737114,WEST SIKKIM-737114,IN,SK,SIKKIM,WEST SIKKIM,,
737116,N.SIKKIM-737116,IN,SK,SIKKIM,N.SIKKIM,,
737117,N.SIKKIM-737117,IN,SK,SIKKIM,N.SIKKIM,,
737118,SIKKIM-737118,IN,WB,WEST BENGAL,SIKKIM,,
737119,SIKKIM-737119,IN,WB,WEST BENGAL,SIKKIM,,
737120,N.SIKKIM-737120,IN,SK,SIKKIM,N.SIKKIM,,
737121,S.SIKKIM-737121,IN,SK,SIKKIM,S.SIKKIM,,
737122,SIKKIM-737122,IN,SK,SIKKIM,SIKKIM,,
737126,S.SIKKIM-737126,IN,SK,SIKKIM,S.SIKKIM,,
737127,WEST SIKKIM-737127,IN,SK,SIKKIM,WEST SIKKIM,,
737128,S.SIKKIM-737128,IN,SK,SIKKIM,S.SIKKIM,,
737131,SIKKIM-737131,IN,SK,SIKKIM,SIKKIM,,
737132,SIKKIM-737132,IN,SK,SIKKIM,SIKKIM,,
737133,EAST SIKKIM-737133,IN,SK,SIKKIM,EAST SIKKIM,,
737134,EAST SIKKIM-737134,IN,SK,SIKKIM,EAST SIKKIM,,
737135,EAST SIKKIM-737135,IN,SK,SIKKIM,EAST SIKKIM,,
737136,EAST SIKKIM-737136,IN,SK,SIKKIM,EAST SIKKIM,,
737137,SOUTH SIKKIM-737137,IN,SK,SIKKIM,SOUTH SIKKIM,,
737138,EAST SIKKIM-737138,IN,SK,SIKKIM,EAST SIKKIM,,
739169,BANKURA-739169,IN,WB,WEST BENGAL,BANKURA,,
741101,NADIA-741101,IN,WB,WEST BENGAL,NADIA,,
741102,NADIA-741102,IN,WB,WEST BENGAL,NADIA,,
741103,NADIA-741103,IN,WB,WEST BENGAL,NADIA,,
741104,NADIA-741104,IN,WB,WEST BENGAL,NADIA,,
741111,NADIA-741111,IN,WB,WEST BENGAL,NADIA,,
741121,NADIA-741121,IN,WB,WEST BENGAL,NADIA,,
741122,NADIA-741122,IN,WB,WEST BENGAL,NADIA,,
741123,NADIA-741123,IN,WB,WEST BENGAL,NADIA,,
741124,NADIA-741124,IN,WB,WEST BENGAL,NADIA,,
741125,NADIA-741125,IN,WB,WEST BENGAL,NADIA,,
741126,NADIA-741126,IN,WB,WEST BENGAL,NADIA,,
741127,NADIA-741127,IN,WB,WEST BENGAL,NADIA,,
741137,NADIA-741137,IN,WB,WEST BENGAL,NADIA,,
741138,NADIA-741138,IN,WB,WEST BENGAL,NADIA,,
741139,NADIA-741139,IN,WB,WEST BENGAL,NADIA,,
741140,NADIA-741140,IN,WB,WEST BENGAL,NADIA,,
741150,NADIA-741150,IN,WB,WEST BENGAL,NADIA,,
741151,NADIA-741151,IN,WB,WEST BENGAL,NADIA,,
741152,NADIA-741152,IN,WB,WEST BENGAL,NADIA,,
741153,NADIA-741153,IN,WB,WEST BENGAL,NADIA,,
741154,NADIA-741154,IN,WB,WEST BENGAL,NADIA,,
741155,NADIA-741155,IN,WB,WEST BENGAL,NADIA,,
741156,NADIA-741156,IN,WB,WEST BENGAL,NADIA,,
741157,NADIA-741157,IN,WB,WEST BENGAL,NADIA,,
741158,NADIA-741158,IN,WB,WEST BENGAL,NADIA,,
741159,NADIA-741159,IN,WB,WEST BENGAL,NADIA,,
741160,NADIA-741160,IN,WB,WEST BENGAL,NADIA,,
741161,NADIA-741161,IN,WB,WEST BENGAL,NADIA,,
741162,NADIA-741162,IN,WB,WEST BENGAL,NADIA,,
741163,NADIA-741163,IN,WB,WEST BENGAL,NADIA,,
741164,NADIA-741164,IN,WB,WEST BENGAL,NADIA,,
741165,NADIA-741165,IN,WB,WEST BENGAL,NADIA,,
741166,NADIA-741166,IN,WB,WEST BENGAL,NADIA,,
741167,NADIA-741167,IN,WB,WEST BENGAL,NADIA,,
741168,NADIA-741168,IN,WB,WEST BENGAL,NADIA,,
741169,NADIA-741169,IN,WB,WEST BENGAL,NADIA,,
741170,NADIA-741170,IN,WB,WEST BENGAL,NADIA,,
741171,NADIA-741171,IN,WB,WEST BENGAL,NADIA,,
741172,NADIA-741172,IN,WB,WEST BENGAL,NADIA,,
741173,NADIA-741173,IN,WB,WEST BENGAL,NADIA,,
741174,NADIA-741174,IN,WB,WEST BENGAL,NADIA,,
741175,NADIA-741175,IN,WB,WEST BENGAL,NADIA,,
741176,NADIA-741176,IN,WB,WEST BENGAL,NADIA,,
741177,NADIA-741177,IN,WB,WEST BENGAL,NADIA,,
741178,NADIA-741178,IN,WB,WEST BENGAL,NADIA,,
741179,MALDA-741179,IN,WB,WEST BENGAL,MALDA,,
741180,NADIA-741180,IN,WB,WEST BENGAL,NADIA,,
741181,NADIA-741181,IN,WB,WEST BENGAL,NADIA,,
741182,NADIA-741182,IN,WB,WEST BENGAL,NADIA,,
741183,NADIA-741183,IN,WB,WEST BENGAL,NADIA,,
741184,NADIA-741184,IN,WB,WEST BENGAL,NADIA,,
741185,NADIA-741185,IN,WB,WEST BENGAL,NADIA,,
741186,NADIA-741186,IN,WB,WEST BENGAL,NADIA,,
741187,NADIA-741187,IN,WB,WEST BENGAL,NADIA,,
741188,MURSHIDABAD-741188,IN,WB,WEST BENGAL,MURSHIDABAD,,
741189,NADIA-741189,IN,WB,WEST BENGAL,NADIA,,
735209,JALPAIGURI-735209,IN,WB,WEST BENGAL,JALPAIGURI,,
735210,JALPAIGURI-735210,IN,WB,WEST BENGAL,JALPAIGURI,,
735211,JALPAIGURI-735211,IN,WB,WEST BENGAL,JALPAIGURI,,
735212,MALDA-735212,IN,WB,WEST BENGAL,MALDA,,
735213,JALPAIGURI-735213,IN,WB,WEST BENGAL,JALPAIGURI,,
735214,JALPAIGURI-735214,IN,WB,WEST BENGAL,JALPAIGURI,,
735215,JALPAIGURI-735215,IN,WB,WEST BENGAL,JALPAIGURI,,
735216,JALPAIGURI-735216,IN,WB,WEST BENGAL,JALPAIGURI,,
735217,JALPAIGURI-735217,IN,WB,WEST BENGAL,JALPAIGURI,,
735219,JALPAIGURI-735219,IN,WB,WEST BENGAL,JALPAIGURI,,
735220,JALPAIGURI-735220,IN,WB,WEST BENGAL,JALPAIGURI,,
735221,JALPAIGURI-735221,IN,WB,WEST BENGAL,JALPAIGURI,,
735222,JALPAIGURI-735222,IN,WB,WEST BENGAL,JALPAIGURI,,
735223,JALPAIGURI-735223,IN,WB,WEST BENGAL,JALPAIGURI,,
735224,JALPAIGURI-735224,IN,WB,WEST BENGAL,JALPAIGURI,,
735225,JALPAIGURI-735225,IN,WB,WEST BENGAL,JALPAIGURI,,
735226,JALPAIGURI-735226,IN,WB,WEST BENGAL,JALPAIGURI,,
735227,JALPAIGURI-735227,IN,WB,WEST BENGAL,JALPAIGURI,,
735228,JALPAIGURI-735228,IN,WB,WEST BENGAL,JALPAIGURI,,
735229,JALPAIGURI-735229,IN,WB,WEST BENGAL,JALPAIGURI,,
735230,JALPAIGURI-735230,IN,WB,WEST BENGAL,JALPAIGURI,,
735231,JALPAIGURI-735231,IN,WB,WEST BENGAL,JALPAIGURI,,
735232,JALPAIGURI-735232,IN,WB,WEST BENGAL,JALPAIGURI,,
735233,JALPAIGURI-735233,IN,WB,WEST BENGAL,JALPAIGURI,,
735234,JALPAIGURI-735234,IN,WB,WEST BENGAL,JALPAIGURI,,
735235,JALPAIGURI-735235,IN,WB,WEST BENGAL,JALPAIGURI,,
735236,JALPAIGURI-735236,IN,WB,WEST BENGAL,JALPAIGURI,,
735238,JALPAIGURI-735238,IN,WB,WEST BENGAL,JALPAIGURI,,
735301,JALPAIGURI-735301,IN,WB,WEST BENGAL,JALPAIGURI,,
735302,JALPAIGURI-735302,IN,WB,WEST BENGAL,JALPAIGURI,,
735303,COOCH BEHAR-735303,IN,WB,WEST BENGAL,COOCH BEHAR,,
735304,COOCH BEHAR-735304,IN,WB,WEST BENGAL,COOCH BEHAR,,
735305,JALPAIGURI-735305,IN,WB,WEST BENGAL,JALPAIGURI,,
735306,JALPAIGURI-735306,IN,WB,WEST BENGAL,JALPAIGURI,,
735307,JALPAIGURI-735307,IN,WB,WEST BENGAL,JALPAIGURI,,
736101,COOCH BEHAR-736101,IN,WB,WEST BENGAL,COOCH BEHAR,,
736102,COOCHBEHAR-736102,IN,WB,WEST BENGAL,COOCH BEHAR,,
736121,JALPAIGURI-736121,IN,WB,WEST BENGAL,JALPAIGURI,,
736122,JALPAIGURI-736122,IN,WB,WEST BENGAL,JALPAIGURI,,
736123,COOCH BEHAR-736123,IN,WB,WEST BENGAL,COOCH BEHAR,,
742102,CALCUTTA-742102,IN,WB,WEST BENGAL,CALCUTTA,,
742103,MURSHIDABAD-742103,IN,WB,WEST BENGAL,MURSHIDABAD,,
742109,MURSHIDABAD-742109,IN,WB,WEST BENGAL,MURSHIDABAD,,
742121,MURSHIDABAD-742121,IN,WB,WEST BENGAL,MURSHIDABAD,,
742122,MURSHIDABAD-742122,IN,WB,WEST BENGAL,MURSHIDABAD,,
742123,MURSHIDABAD-742123,IN,WB,WEST BENGAL,MURSHIDABAD,,
742124,MURSHIDABAD-742124,IN,WB,WEST BENGAL,MURSHIDABAD,,
742132,MURSHIDABAD-742132,IN,WB,WEST BENGAL,MURSHIDABAD,,
742133,MURSHIDABAD-742133,IN,WB,WEST BENGAL,MURSHIDABAD,,
742134,MURSHIDABAD-742134,IN,WB,WEST BENGAL,MURSHIDABAD,,
742135,MURSHIDABAD-742135,IN,WB,WEST BENGAL,MURSHIDABAD,,
742136,MURSHIDABAD-742136,IN,WB,WEST BENGAL,MURSHIDABAD,,
742138,MURSHIDABAD-742138,IN,WB,WEST BENGAL,MURSHIDABAD,,
742139,MURSHIDABAD-742139,IN,WB,WEST BENGAL,MURSHIDABAD,,
742140,MURSHIDABAD-742140,IN,WB,WEST BENGAL,MURSHIDABAD,,
742147,MURSHIDABAD-742147,IN,WB,WEST BENGAL,MURSHIDABAD,,
742148,MURSHIDABAD-742148,IN,WB,WEST BENGAL,MURSHIDABAD,,
742150,MURSHIDABAD-742150,IN,WB,WEST BENGAL,MURSHIDABAD,,
742151,MURSHIDABAD-742151,IN,WB,WEST BENGAL,MURSHIDABAD,,
742160,MURSHIDABAD-742160,IN,WB,WEST BENGAL,MURSHIDABAD,,
742161,MURSHIDABAD-742161,IN,WB,WEST BENGAL,MURSHIDABAD,,
742163,MURSHIDABAD-742163,IN,WB,WEST BENGAL,MURSHIDABAD,,
742164,MURSHIDABAD-742164,IN,WB,WEST BENGAL,MURSHIDABAD,,
742165,MURSHIDABAD-742165,IN,WB,WEST BENGAL,MURSHIDABAD,,
742166,MURSHIDABAD-742166,IN,WB,WEST BENGAL,MURSHIDABAD,,
742167,MURSHIDABAD-742167,IN,WB,WEST BENGAL,MURSHIDABAD,,
742168,MURSHIDABAD-742168,IN,WB,WEST BENGAL,MURSHIDABAD,,
742169,MURSHIDABAD-742169,IN,WB,WEST BENGAL,MURSHIDABAD,,
742170,MURSHIDABAD-742170,IN,WB,WEST BENGAL,MURSHIDABAD,,
742171,MURSHIDABAD-742171,IN,WB,WEST BENGAL,MURSHIDABAD,,
742172,MURSHIDABAD-742172,IN,WB,WEST BENGAL,MURSHIDABAD,,
110003,PRAGATI VIHAR,IN,NDL,NEW DELHI,NEW DELHI,,
110002,DARYA GANJ,IN,NDL,NEW DELHI,NEW DELHI,,
110004,RASHTRAPATI BHAWAN,IN,NDL,NEW DELHI,NEW DELHI,,
110005,KAROL BAGH,IN,NDL,NEW DELHI,NEW DELHI,,
110024,DEFENCE COLONY,IN,NDL,NEW DELHI,NEW DELHI,,
110048,GREATER KAILASH,IN,NDL,NEW DELHI,NEW DELHI,,
110008,PATEL NAGAR,IN,NDL,NEW DELHI,NEW DELHI,,
110001,CONNAUGHT PLACE,IN,NDL,NEW DELHI,NEW DELHI,,
110010,DHAULA KHUAN,IN,NDL,NEW DELHI,NEW DELHI,,
110011,UDYOG BHAWAN,IN,NDL,NEW DELHI,NEW DELHI,,
736125,COOCH BEHAR-736125,IN,WB,WEST BENGAL,COOCH BEHAR,,
736130,JALPAIGURI-736130,IN,WB,WEST BENGAL,JALPAIGURI,,
736131,COOCH BEHAR-736131,IN,WB,WEST BENGAL,COOCH BEHAR,,
736132,COOCH BEHAR-736132,IN,WB,WEST BENGAL,COOCH BEHAR,,
736133,COOCHBEHAR-736133,IN,WB,WEST BENGAL,COOCH BEHAR,,
736134,COOCH BEHAR-736134,IN,WB,WEST BENGAL,COOCH BEHAR,,
736135,COOCH BEHAR-736135,IN,WB,WEST BENGAL,COOCH BEHAR,,
736145,COOCHBEHAR-736145,IN,WB,WEST BENGAL,COOCH BEHAR,,
736146,COOCH BEHAR-736146,IN,WB,WEST BENGAL,COOCH BEHAR,,
736150,COOCH BEHAR-736150,IN,WB,WEST BENGAL,COOCH BEHAR,,
736156,COOCH BEHAR-736156,IN,WB,WEST BENGAL,COOCH BEHAR,,
736158,COOCH BEHAR-736158,IN,WB,WEST BENGAL,COOCH BEHAR,,
736159,COOCH BEHAR-736159,IN,WB,WEST BENGAL,COOCH BEHAR,,
736160,COOCH BEHAR-736160,IN,WB,WEST BENGAL,COOCH BEHAR,,
736165,COOCH BEHAR-736165,IN,WB,WEST BENGAL,COOCH BEHAR,,
736166,COOCH BEHAR-736166,IN,WB,WEST BENGAL,COOCH BEHAR,,
736167,COOCH BEHAR-736167,IN,WB,WEST BENGAL,COOCH BEHAR,,
736168,COOCH BEHAR-736168,IN,WB,WEST BENGAL,COOCH BEHAR,,
736170,COOCH BEHAR-736170,IN,WB,WEST BENGAL,COOCH BEHAR,,
736171,COOCH BEHAR-736171,IN,WB,WEST BENGAL,COOCH BEHAR,,
736172,COOCH BEHAR-736172,IN,WB,WEST BENGAL,COOCH BEHAR,,
736173,COOCH BEHAR-736173,IN,WB,WEST BENGAL,COOCH BEHAR,,
736174,COOCH BEHAR-736174,IN,WB,WEST BENGAL,COOCH BEHAR,,
736175,COOCH BEHAR-736175,IN,WB,WEST BENGAL,COOCH BEHAR,,
736176,COOCH BEHAR-736176,IN,WB,WEST BENGAL,COOCH BEHAR,,
736179,COOCH BEHAR-736179,IN,WB,WEST BENGAL,COOCH BEHAR,,
736180,COOCH BEHAR-736180,IN,WB,WEST BENGAL,COOCH BEHAR,,
736181,COOCH BEHAR-736181,IN,WB,WEST BENGAL,COOCH BEHAR,,
736182,COOCH BEHAR-736182,IN,WB,WEST BENGAL,COOCH BEHAR,,
736201,JALPAIGURI-736201,IN,WB,WEST BENGAL,JALPAIGURI,,
743375,SOUTH 24 PARGANAS-743375,IN,WB,WEST BENGAL,SOUTH 24 PARGANAS,,
743376,SOUTH 24 PARGANAS-743376,IN,WB,WEST BENGAL,SOUTH 24 PARGANAS,,
743377,SOUTH 24 PARGANAS-743377,IN,WB,WEST BENGAL,SOUTH 24 PARGANAS,,
743378,SOUTH 24 PARGANAS-743378,IN,WB,WEST BENGAL,SOUTH 24 PARGANAS,,
743379,SOUTH 24 PARGANAS-743379,IN,WB,WEST BENGAL,SOUTH 24 PARGANAS,,
742402,MURSHIDABAD-742402,IN,WB,WEST BENGAL,MURSHIDABAD,,
742403,MURSHIDABAD-742403,IN,WB,WEST BENGAL,MURSHIDABAD,,
742405,MURSHIDABAD-742405,IN,WB,WEST BENGAL,MURSHIDABAD,,
743101,NORTH 24 PARGANAS-743101,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743102,NORTH 24 PARGANAS-743102,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743120,NORTH 24 PARGANAS-743120,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743121,NORTH 24 PARGANAS-743121,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743122,NORTH 24 PARGANAS-743122,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743123,NORTH 24 PARGANAS-743123,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743124,NORTH 24 PARGANAS-743124,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743125,NORTH 24 PARGANAS-743125,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743126,NORTH 24 PARGANAS-743126,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743127,NORTH 24 PARGANAS-743127,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743128,NORTH 24 PARGANAS-743128,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743129,NORTH 24 PARGANAS-743129,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743133,NORTH 24 PARGANAS-743133,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743134,NORTH 24 PARGANAS-743134,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743135,NORTH 24 PARGANAS-743135,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743136,NORTH 24 PARGANAS-743136,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743144,NORTH 24 PARGANAS-743144,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743145,NORTH 24 PARGANAS-743145,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743155,NORTH 24 PARGANAS-743155,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743165,NORTH 24 PARGANAS-743165,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743166,NORTH 24 PARGANAS-743166,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743170,NORTH 24 PARGANAS-743170,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743175,NORTH 24 PARGANAS-743175,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743176,NORTH 24 PARGANAS-743176,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743177,NORTH 24 PARGANAS-743177,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743178,NORTH 24 PARGANAS-743178,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743179,NORTH 24 PARGANAS-743179,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743180,NORTH 24 PARGANAS-743180,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743186,NORTH 24 PARGANAS-743186,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743187,NORTH 24 PARGANAS-743187,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743188,NORTH 24 PARGANAS-743188,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743193,NORTH 24 PARGANAS-743193,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743194,NORTH 24 PARGANAS-743194,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743195,24 PARGANAS-743195,IN,WB,WEST BENGAL,24 PARGANAS,,
743201,NORTH 24 PARGANAS-743201,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743202,NORTH 24 PARGANAS-743202,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
743203,NORTH 24 PARGANAS-743203,IN,WB,WEST BENGAL,NORTH 24 PARGANAS,,
733125,WEST DINAJPUR-733125,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733126,WEST DINAJPUR-733126,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733127,WEST DINAJPUR-733127,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733128,WEST DINAJPUR-733128,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733129,WEST DINAJPUR-733129,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733130,WEST DINAJPUR-733130,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733131,WEST DINAJPUR-733131,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733132,WEST DINAJPUR-733132,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733133,WEST DINAJPUR-733133,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733134,WEST DINAJPUR-733134,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733140,WEST DINAJPUR-733140,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733141,WEST DINAJPUR-733141,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733142,WEST DINAJPUR-733142,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733143,WEST DINAJPUR-733143,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733144,WEST DINAJPUR-733144,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733145,WEST DINAJPUR-733145,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733146,WEST DINAJPUR-733146,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733147,WEST DINAJPUR-733147,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733148,WEST DINAJPUR-733148,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733149,WEST DINAJPUR-733149,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733150,WEST DINAJPUR-733150,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733151,WEST DINAJPUR-733151,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733152,WEST DINAJPUR-733152,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733153,WEST DINAJPUR-733153,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733154,WEST DINAJPUR-733154,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733155,WEST DINAJPUR-733155,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733156,WEST DINAJPUR-733156,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733157,WEST DINAJPUR-733157,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733201,WEST DINAJPUR-733201,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733202,WEST DINAJPUR-733202,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733207,WEST DINAJPUR-733207,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733208,WEST DINAJPUR-733208,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733209,WEST DINAJPUR-733209,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733210,WEST DINAJPUR-733210,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733211,WEST DINAJPUR-733211,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733212,WEST DINAJPUR-733212,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733213,WEST DINAJPUR-733213,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733214,WEST DINAJPUR-733214,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733215,WEST DINAJPUR-733215,IN,WB,WEST BENGAL,WEST DINAJPUR,,
733216,WEST DINAJPUR-733216,IN,WB,WEST BENGAL,WEST DINAJPUR,,
734101,DARJEELING-734101,IN,WB,WEST BENGAL,DARJEELING,,
734103,DARJEELING-734103,IN,WB,WEST BENGAL,DARJEELING,,
734104,DARJEELING-734104,IN,WB,WEST BENGAL,DARJEELING,,
741190,NADIA-741190,IN,WB,WEST BENGAL,NADIA,,
741191,NADIA-741191,IN,WB,WEST BENGAL,NADIA,,
741192,NADIA-741192,IN,WB,WEST BENGAL,NADIA,,
741193,NADIA-741193,IN,WB,WEST BENGAL,NADIA,,
741194,NADIA-741194,IN,WB,WEST BENGAL,NADIA,,
741195,NADIA-741195,IN,WB,WEST BENGAL,NADIA,,
741196,NADIA-741196,IN,WB,WEST BENGAL,NADIA,,
741197,NADIA-741197,IN,WB,WEST BENGAL,NADIA,,
741198,NADIA-741198,IN,WB,WEST BENGAL,NADIA,,
741199,NADIA-741199,IN,WB,WEST BENGAL,NADIA,,
741201,NADIA-741201,IN,WB,WEST BENGAL,NADIA,,
741202,NADIA-741202,IN,WB,WEST BENGAL,NADIA,,
741221,NADIA-741221,IN,WB,WEST BENGAL,NADIA,,
741232,NADIA-741232,IN,WB,WEST BENGAL,NADIA,,
741234,NADIA-741234,IN,WB,WEST BENGAL,NADIA,,
741235,NADIA-741235,IN,WB,WEST BENGAL,NADIA,,
741236,NADIA-741236,IN,WB,WEST BENGAL,NADIA,,
741238,NADIA-741238,IN,WB,WEST BENGAL,NADIA,,
741245,NADIA-741245,IN,WB,WEST BENGAL,NADIA,,
741246,NADIA-741246,IN,WB,WEST BENGAL,NADIA,,
741247,NADIA-741247,IN,WB,WEST BENGAL,NADIA,,
741248,NADIA-741248,IN,WB,WEST BENGAL,NADIA,,
741249,NADIA-741249,IN,WB,WEST BENGAL,NADIA,,
741250,NADIA-741250,IN,WB,WEST BENGAL,NADIA,,
741251,NADIA-741251,IN,WB,WEST BENGAL,NADIA,,
741252,NADIA-741252,IN,WB,WEST BENGAL,NADIA,,
741253,NADIA-741253,IN,WB,WEST BENGAL,NADIA,,
741254,NADIA-741254,IN,WB,WEST BENGAL,NADIA,,
741255,NADIA-741255,IN,WB,WEST BENGAL,NADIA,,
741256,NADIA-741256,IN,WB,WEST BENGAL,NADIA,,
741257,NADIA-741257,IN,WB,WEST BENGAL,NADIA,,
741301,NADIA-741301,IN,WB,WEST BENGAL,NADIA,,
741302,NADIA-741302,IN,WB,WEST BENGAL,NADIA,,
741312,NADIA-741312,IN,WB,WEST BENGAL,NADIA,,
741313,NADIA-741313,IN,WB,WEST BENGAL,NADIA,,
741504,NADIA-741504,IN,WB,WEST BENGAL,NADIA,,
741505,NADIA-741505,IN,WB,WEST BENGAL,NADIA,,
741506,NADIA-741506,IN,WB,WEST BENGAL,NADIA,,
741507,NADIA-741507,IN,WB,WEST BENGAL,NADIA,,
741508,NADIA-741508,IN,WB,WEST BENGAL,NADIA,,
742101,MURSHIDABAD-742101,IN,WB,WEST BENGAL,MURSHIDABAD,,
753013,CUTTACK-753013,IN,OR,ODISHA,CUTTACK,,
753051,CUTTACK-753051,IN,OR,ODISHA,CUTTACK,,
753052,CUTTACK-753052,IN,OR,ODISHA,CUTTACK,,
580009,DHARWAR-580009,IN,KA,KARNATAKA,DHARWAD,,
580010,DHARWAD-580010,IN,KA,KARNATAKA,DHARWAD,,
580011,DHARWAD-580011,IN,KA,KARNATAKA,DHARWAD,,
580020,HUBLI-580020,IN,KA,KARNATAKA,HUBLI,,
580021,DHARWAD-580021,IN,KA,KARNATAKA,DHARWAD,,
580022,DHARWAD-580022,IN,KA,KARNATAKA,DHARWAD,,
580023,DHARWAD-580023,IN,KA,KARNATAKA,DHARWAD,,
